"","thresh","video","frame","x","y","w","h","class","overlap"
"323",0.2,"videoplayback_001_2.webm",2,170,155,9,16,"speedLimit35",TRUE
"324",0.2,"videoplayback_001_2.webm",4,159,117,18,26,"signalAhead",TRUE
"325",0.2,"videoplayback_001_2.webm",4,161,117,26,36,"schoolSpeedLimit25",TRUE
"326",0.2,"videoplayback_001_2.webm",5,151,115,26,38,"schoolSpeedLimit25",TRUE
"327",0.2,"videoplayback_001_2.webm",5,151,132,16,30,"speedLimit25",TRUE
"328",0.2,"videoplayback_001_2.webm",5,156,142,12,19,"speedLimit35",TRUE
"329",0.2,"videoplayback_001_2.webm",5,465,180,10,14,"rampSpeedAdvisory50",TRUE
"330",0.2,"videoplayback_001_2.webm",6,137,108,17,30,"signalAhead",TRUE
"331",0.2,"videoplayback_001_2.webm",6,136,109,27,39,"schoolSpeedLimit25",TRUE
"332",0.2,"videoplayback_001_2.webm",6,472,181,10,14,"schoolSpeedLimit25",TRUE
"333",0.2,"videoplayback_001_2.webm",7,140,110,22,33,"schoolSpeedLimit25",FALSE
"334",0.2,"videoplayback_001_2.webm",7,478,180,11,15,"schoolSpeedLimit25",TRUE
"335",0.2,"videoplayback_001_2.webm",7,472,180,11,11,"signalAhead",TRUE
"336",0.2,"videoplayback_001_2.webm",8,129,104,28,37,"schoolSpeedLimit25",FALSE
"337",0.2,"videoplayback_001_2.webm",8,483,182,12,15,"schoolSpeedLimit25",TRUE
"338",0.2,"videoplayback_001_2.webm",8,477,182,11,11,"schoolSpeedLimit25",TRUE
"339",0.2,"videoplayback_001_2.webm",9,494,180,9,13,"schoolSpeedLimit25",TRUE
"340",0.2,"videoplayback_001_2.webm",9,484,178,12,12,"signalAhead",TRUE
"341",0.2,"videoplayback_001_2.webm",10,105,101,34,42,"keepRight",FALSE
"342",0.2,"videoplayback_001_2.webm",10,256,186,7,13,"rampSpeedAdvisory45",TRUE
"343",0.2,"videoplayback_001_2.webm",10,500,179,10,14,"schoolSpeedLimit25",TRUE
"344",0.2,"videoplayback_001_2.webm",11,255,187,8,17,"rampSpeedAdvisoryUrdbl",FALSE
"345",0.2,"videoplayback_001_2.webm",11,500,180,12,17,"schoolSpeedLimit25",TRUE
"346",0.2,"videoplayback_001_2.webm",11,505,176,18,24,"schoolSpeedLimit25",TRUE
"347",0.2,"videoplayback_001_2.webm",12,254,187,10,18,"rampSpeedAdvisoryUrdbl",FALSE
"348",0.2,"videoplayback_001_2.webm",12,517,171,15,21,"stopAhead",TRUE
"349",0.2,"videoplayback_001_2.webm",13,245,184,13,16,"signalAhead",TRUE
"350",0.2,"videoplayback_001_2.webm",13,250,186,12,17,"pedestrianCrossing",TRUE
"351",0.2,"videoplayback_001_2.webm",13,526,172,14,19,"schoolSpeedLimit25",TRUE
"352",0.2,"videoplayback_001_2.webm",14,245,185,14,16,"signalAhead",TRUE
"353",0.2,"videoplayback_001_2.webm",14,250,186,14,17,"school",TRUE
"354",0.2,"videoplayback_001_2.webm",14,536,168,13,17,"signalAhead",TRUE
"355",0.2,"videoplayback_001_2.webm",14,542,170,12,17,"signalAhead",TRUE
"356",0.2,"videoplayback_001_2.webm",15,243,186,17,15,"slow",TRUE
"357",0.2,"videoplayback_001_2.webm",15,248,187,17,18,"merge",TRUE
"358",0.2,"videoplayback_001_2.webm",15,554,164,14,18,"signalAhead",FALSE
"359",0.2,"videoplayback_001_2.webm",16,239,182,18,18,"signalAhead",TRUE
"360",0.2,"videoplayback_001_2.webm",16,242,184,22,22,"turnLeft",TRUE
"361",0.2,"videoplayback_001_2.webm",16,565,157,22,27,"pedestrianCrossing",TRUE
"362",0.2,"videoplayback_001_2.webm",17,240,182,15,18,"signalAhead",TRUE
"363",0.2,"videoplayback_001_2.webm",17,242,183,20,21,"turnRight",TRUE
"364",0.2,"videoplayback_001_2.webm",17,576,160,22,25,"signalAhead",TRUE
"365",0.2,"videoplayback_001_2.webm",18,241,180,19,25,"signalAhead",FALSE
"366",0.2,"videoplayback_001_2.webm",18,590,161,23,27,"schoolSpeedLimit25",TRUE
"367",0.2,"videoplayback_001_2.webm",18,597,156,25,34,"stopAhead",TRUE
"368",0.2,"videoplayback_001_2.webm",19,237,177,16,22,"pedestrianCrossing",TRUE
"369",0.2,"videoplayback_001_2.webm",19,238,177,22,29,"signalAhead",TRUE
"370",0.2,"videoplayback_001_2.webm",19,607,153,29,34,"rampSpeedAdvisory50",TRUE
"371",0.2,"videoplayback_001_2.webm",20,235,177,15,21,"pedestrianCrossing",TRUE
"372",0.2,"videoplayback_001_2.webm",20,235,176,21,30,"signalAhead",TRUE
"373",0.2,"videoplayback_001_2.webm",20,633,154,24,31,"schoolSpeedLimit25",TRUE
"374",0.2,"videoplayback_001_2.webm",20,630,146,35,47,"rampSpeedAdvisory50",TRUE
"375",0.2,"videoplayback_001_2.webm",21,232,176,26,29,"signalAhead",FALSE
"376",0.2,"videoplayback_001_2.webm",21,651,140,43,48,"signalAhead",TRUE
"377",0.2,"videoplayback_001_2.webm",22,227,174,29,29,"signalAhead",FALSE
"378",0.2,"videoplayback_001_2.webm",22,676,140,27,46,"rampSpeedAdvisory50",TRUE
"379",0.2,"videoplayback_001_2.webm",23,228,174,24,30,"signalAhead",FALSE
"380",0.2,"videoplayback_001_2.webm",24,227,172,23,33,"signalAhead",FALSE
"381",0.2,"videoplayback_001_2.webm",25,225,173,24,32,"signalAhead",FALSE
"382",0.2,"videoplayback_001_2.webm",26,222,171,25,34,"signalAhead",FALSE
"383",0.2,"videoplayback_001_2.webm",27,222,169,24,34,"signalAhead",FALSE
"384",0.2,"videoplayback_001_2.webm",28,219,169,28,33,"signalAhead",FALSE
"385",0.2,"videoplayback_001_2.webm",29,215,168,32,32,"pedestrianCrossing",FALSE
"386",0.2,"videoplayback_001_2.webm",30,213,165,31,38,"signalAhead",FALSE
"387",0.2,"videoplayback_001_2.webm",31,209,166,32,34,"signalAhead",FALSE
"388",0.2,"videoplayback_001_2.webm",32,207,167,31,32,"signalAhead",FALSE
"389",0.2,"videoplayback_001_2.webm",33,204,164,31,34,"signalAhead",FALSE
"390",0.2,"videoplayback_001_2.webm",34,201,161,33,37,"pedestrianCrossing",FALSE
"391",0.2,"videoplayback_001_2.webm",35,197,160,35,35,"pedestrianCrossing",FALSE
"392",0.2,"videoplayback_001_2.webm",36,193,158,35,36,"pedestrianCrossing",FALSE
"393",0.2,"videoplayback_001_2.webm",37,191,157,36,37,"pedestrianCrossing",FALSE
"394",0.2,"videoplayback_001_2.webm",38,188,154,38,39,"pedestrianCrossing",FALSE
"395",0.2,"videoplayback_001_2.webm",39,184,153,38,39,"pedestrianCrossing",FALSE
"396",0.2,"videoplayback_001_2.webm",40,183,153,37,35,"pedestrianCrossing",FALSE
"397",0.2,"videoplayback_001_2.webm",41,178,152,37,34,"pedestrianCrossing",FALSE
"398",0.2,"videoplayback_001_2.webm",42,171,151,38,33,"pedestrianCrossing",FALSE
"399",0.2,"videoplayback_001_2.webm",43,164,147,40,37,"pedestrianCrossing",FALSE
"400",0.2,"videoplayback_001_2.webm",44,155,146,48,38,"pedestrianCrossing",FALSE
"401",0.2,"videoplayback_001_2.webm",45,148,146,42,36,"pedestrianCrossing",FALSE
"402",0.2,"videoplayback_001_2.webm",46,139,143,48,39,"pedestrianCrossing",FALSE
"403",0.2,"videoplayback_001_2.webm",47,131,142,49,39,"pedestrianCrossing",FALSE
"404",0.2,"videoplayback_001_2.webm",48,121,135,48,42,"pedestrianCrossing",FALSE
"405",0.2,"videoplayback_001_2.webm",49,113,129,50,46,"pedestrianCrossing",FALSE
"406",0.2,"videoplayback_001_2.webm",50,94,121,66,58,"pedestrianCrossing",FALSE
"407",0.2,"videoplayback_001_2.webm",51,77,112,74,67,"pedestrianCrossing",FALSE
"408",0.2,"videoplayback_001_2.webm",52,62,104,84,74,"pedestrianCrossing",FALSE
"409",0.2,"videoplayback_001_2.webm",53,45,98,76,74,"pedestrianCrossing",FALSE
"410",0.2,"videoplayback_001_2.webm",54,22,89,82,77,"pedestrianCrossing",FALSE
"411",0.2,"videoplayback_001_2.webm",55,1,78,81,87,"pedestrianCrossing",FALSE
"412",0.2,"videoplayback_001_2.webm",56,0,72,50,84,"pedestrianCrossing",FALSE
"413",0.2,"videoplayback_001_2.webm",57,-1,71,19,74,"rampSpeedAdvisory50",FALSE
"414",0.2,"videoplayback_001_2.webm",58,171,165,13,17,"speedLimit40",FALSE
"415",0.2,"videoplayback_001_2.webm",60,124,146,20,27,"school",TRUE
"416",0.2,"videoplayback_001_2.webm",60,137,154,13,16,"school",TRUE
"417",0.2,"videoplayback_002_1.webm",1,182,197,26,37,"turnRight",FALSE
"418",0.2,"videoplayback_002_1.webm",2,170,186,34,40,"turnRight",FALSE
"419",0.2,"videoplayback_002_1.webm",2,252,234,17,17,"pedestrianCrossing",TRUE
"420",0.2,"videoplayback_002_1.webm",3,164,181,41,46,"turnRight",FALSE
"421",0.2,"videoplayback_002_1.webm",3,257,240,18,17,"merge",TRUE
"422",0.2,"videoplayback_002_1.webm",4,160,178,40,46,"turnRight",FALSE
"423",0.2,"videoplayback_002_1.webm",4,259,244,18,18,"signalAhead",TRUE
"424",0.2,"videoplayback_002_1.webm",5,150,173,40,45,"turnRight",FALSE
"425",0.2,"videoplayback_002_1.webm",5,261,248,17,18,"merge",TRUE
"426",0.2,"videoplayback_002_1.webm",6,143,167,41,46,"turnRight",FALSE
"427",0.2,"videoplayback_002_1.webm",6,261,250,16,18,"merge",TRUE
"428",0.2,"videoplayback_002_1.webm",7,134,160,44,50,"turnRight",FALSE
"429",0.2,"videoplayback_002_1.webm",7,261,251,17,19,"merge",TRUE
"430",0.2,"videoplayback_002_1.webm",8,118,150,52,55,"turnRight",FALSE
"431",0.2,"videoplayback_002_1.webm",8,253,251,15,17,"addedLane",TRUE
"432",0.2,"videoplayback_002_1.webm",8,259,250,18,20,"merge",TRUE
"433",0.2,"videoplayback_002_1.webm",9,103,140,56,58,"turnRight",FALSE
"434",0.2,"videoplayback_002_1.webm",9,254,248,16,18,"slow",TRUE
"435",0.2,"videoplayback_002_1.webm",9,257,248,20,22,"merge",TRUE
"436",0.2,"videoplayback_002_1.webm",10,86,128,62,64,"turnRight",FALSE
"437",0.2,"videoplayback_002_1.webm",10,255,244,17,22,"addedLane",TRUE
"438",0.2,"videoplayback_002_1.webm",10,258,246,20,25,"merge",TRUE
"439",0.2,"videoplayback_002_1.webm",11,50,104,88,89,"turnRight",FALSE
"440",0.2,"videoplayback_002_1.webm",11,255,244,14,24,"slow",TRUE
"441",0.2,"videoplayback_002_1.webm",11,258,246,20,27,"merge",TRUE
"442",0.2,"videoplayback_002_1.webm",12,31,92,64,72,"turnRight",TRUE
"443",0.2,"videoplayback_002_1.webm",12,10,78,108,107,"turnRight",TRUE
"444",0.2,"videoplayback_002_1.webm",12,253,246,19,25,"addedLane",TRUE
"445",0.2,"videoplayback_002_1.webm",13,15,73,60,72,"slow",TRUE
"446",0.2,"videoplayback_002_1.webm",13,-4,51,101,119,"turnRight",TRUE
"447",0.2,"videoplayback_002_1.webm",13,253,245,18,23,"dip",TRUE
"448",0.2,"videoplayback_002_1.webm",14,20,73,31,46,"addedLane",TRUE
"449",0.2,"videoplayback_002_1.webm",14,3,51,56,95,"signalAhead",TRUE
"450",0.2,"videoplayback_002_1.webm",14,253,244,20,25,"addedLane",TRUE
"451",0.2,"videoplayback_002_1.webm",15,3,30,22,50,"speedLimit50",FALSE
"452",0.2,"videoplayback_002_1.webm",15,253,244,23,25,"merge",TRUE
"453",0.2,"videoplayback_002_1.webm",16,255,245,20,23,"merge",FALSE
"454",0.2,"videoplayback_002_1.webm",17,256,244,20,25,"merge",FALSE
"455",0.2,"videoplayback_002_1.webm",18,254,244,15,19,"slow",TRUE
"456",0.2,"videoplayback_002_1.webm",18,256,243,19,25,"merge",TRUE
"457",0.2,"videoplayback_002_1.webm",19,253,242,15,21,"slow",TRUE
"458",0.2,"videoplayback_002_1.webm",19,256,242,18,26,"merge",TRUE
"459",0.2,"videoplayback_002_1.webm",19,521,288,10,13,"pedestrianCrossing",TRUE
"460",0.2,"videoplayback_002_1.webm",19,523,285,16,20,"addedLane",TRUE
"461",0.2,"videoplayback_002_1.webm",20,255,242,19,25,"merge",FALSE
"462",0.2,"videoplayback_002_1.webm",20,534,291,11,13,"pedestrianCrossing",TRUE
"463",0.2,"videoplayback_002_1.webm",20,538,288,16,19,"pedestrianCrossing",TRUE
"464",0.2,"videoplayback_002_1.webm",21,254,241,22,28,"merge",FALSE
"465",0.2,"videoplayback_002_1.webm",21,549,293,14,15,"pedestrianCrossing",TRUE
"466",0.2,"videoplayback_002_1.webm",21,552,291,19,20,"pedestrianCrossing",TRUE
"467",0.2,"videoplayback_002_1.webm",22,253,239,24,31,"merge",FALSE
"468",0.2,"videoplayback_002_1.webm",22,569,295,17,18,"pedestrianCrossing",TRUE
"469",0.2,"videoplayback_002_1.webm",22,572,293,21,23,"pedestrianCrossing",TRUE
"470",0.2,"videoplayback_002_1.webm",23,254,239,22,31,"merge",FALSE
"471",0.2,"videoplayback_002_1.webm",23,593,297,19,21,"pedestrianCrossing",TRUE
"472",0.2,"videoplayback_002_1.webm",24,253,239,22,28,"merge",FALSE
"473",0.2,"videoplayback_002_1.webm",24,622,298,23,24,"pedestrianCrossing",TRUE
"474",0.2,"videoplayback_002_1.webm",24,616,299,20,20,"pedestrianCrossing",TRUE
"475",0.2,"videoplayback_002_1.webm",25,250,240,17,25,"slow",TRUE
"476",0.2,"videoplayback_002_1.webm",25,252,239,25,29,"merge",TRUE
"477",0.2,"videoplayback_002_1.webm",25,646,300,29,29,"pedestrianCrossing",TRUE
"478",0.2,"videoplayback_002_1.webm",25,641,299,24,26,"pedestrianCrossing",TRUE
"479",0.2,"videoplayback_002_1.webm",26,249,240,18,24,"slow",TRUE
"480",0.2,"videoplayback_002_1.webm",26,251,239,27,28,"merge",TRUE
"481",0.2,"videoplayback_002_1.webm",26,672,304,25,30,"pedestrianCrossing",TRUE
"482",0.2,"videoplayback_002_1.webm",26,662,303,23,28,"pedestrianCrossing",TRUE
"483",0.2,"videoplayback_002_1.webm",27,248,238,31,29,"merge",FALSE
"484",0.2,"videoplayback_002_1.webm",27,686,310,19,26,"pedestrianCrossing",TRUE
"485",0.2,"videoplayback_002_1.webm",28,246,237,27,29,"addedLane",FALSE
"486",0.2,"videoplayback_002_1.webm",29,247,236,26,29,"merge",FALSE
"487",0.2,"videoplayback_002_1.webm",30,245,236,27,30,"dip",FALSE
"488",0.2,"videoplayback_002_1.webm",31,244,235,29,29,"addedLane",FALSE
"489",0.2,"videoplayback_002_1.webm",32,244,233,28,31,"merge",FALSE
"490",0.2,"videoplayback_002_1.webm",33,242,232,29,31,"addedLane",FALSE
"491",0.2,"videoplayback_002_1.webm",34,239,232,33,30,"addedLane",FALSE
"492",0.2,"videoplayback_002_1.webm",35,239,230,32,32,"signalAhead",FALSE
"493",0.2,"videoplayback_002_1.webm",36,237,229,33,32,"addedLane",FALSE
"494",0.2,"videoplayback_002_1.webm",37,236,229,34,32,"addedLane",FALSE
"495",0.2,"videoplayback_002_1.webm",38,237,229,31,32,"merge",FALSE
"496",0.2,"videoplayback_002_1.webm",39,237,229,32,31,"merge",FALSE
"497",0.2,"videoplayback_002_1.webm",40,238,229,31,31,"merge",FALSE
"498",0.2,"videoplayback_002_1.webm",41,238,228,31,30,"merge",FALSE
"499",0.2,"videoplayback_002_1.webm",42,239,228,29,29,"merge",FALSE
"500",0.2,"videoplayback_002_1.webm",43,239,228,30,30,"merge",FALSE
"501",0.2,"videoplayback_002_1.webm",44,238,228,30,29,"merge",FALSE
"502",0.2,"videoplayback_002_1.webm",45,238,227,29,30,"merge",FALSE
"503",0.2,"videoplayback_002_1.webm",46,238,227,28,28,"signalAhead",FALSE
"504",0.2,"videoplayback_002_1.webm",47,235,228,29,26,"merge",FALSE
"505",0.2,"videoplayback_002_1.webm",48,233,226,29,27,"merge",FALSE
"506",0.2,"videoplayback_002_1.webm",49,226,225,23,26,"rampSpeedAdvisory45",FALSE
"507",0.2,"videoplayback_002_1.webm",50,225,225,21,25,"rampSpeedAdvisory45",TRUE
"508",0.2,"videoplayback_002_1.webm",50,230,223,27,28,"merge",TRUE
"509",0.2,"videoplayback_002_1.webm",51,222,226,22,25,"rampSpeedAdvisory45",TRUE
"510",0.2,"videoplayback_002_1.webm",51,230,224,27,27,"signalAhead",TRUE
"511",0.2,"videoplayback_002_1.webm",52,219,225,23,26,"schoolSpeedLimit25",TRUE
"512",0.2,"videoplayback_002_1.webm",52,228,223,29,28,"signalAhead",TRUE
"513",0.2,"videoplayback_002_1.webm",53,216,222,25,28,"schoolSpeedLimit25",TRUE
"514",0.2,"videoplayback_002_1.webm",53,226,221,31,29,"signalAhead",TRUE
"515",0.2,"videoplayback_002_1.webm",54,214,219,26,30,"schoolSpeedLimit25",TRUE
"516",0.2,"videoplayback_002_1.webm",54,227,218,32,31,"signalAhead",TRUE
"517",0.2,"videoplayback_002_1.webm",55,212,217,28,33,"merge",TRUE
"518",0.2,"videoplayback_002_1.webm",55,227,216,34,32,"signalAhead",TRUE
"519",0.2,"videoplayback_002_1.webm",56,211,216,27,32,"merge",TRUE
"520",0.2,"videoplayback_002_1.webm",56,227,215,33,32,"signalAhead",TRUE
"521",0.2,"videoplayback_002_1.webm",57,209,215,28,33,"yield",TRUE
"522",0.2,"videoplayback_002_1.webm",57,229,215,33,32,"signalAhead",TRUE
"523",0.2,"videoplayback_002_1.webm",58,184,203,26,36,"pedestrianCrossing",FALSE
"524",0.2,"videoplayback_002_1.webm",58,244,223,26,27,"intersection",TRUE
"525",0.2,"videoplayback_002_1.webm",59,180,198,28,42,"pedestrianCrossing",FALSE
"526",0.2,"videoplayback_002_1.webm",59,259,233,19,21,"school",TRUE
"527",0.2,"videoplayback_002_1.webm",60,177,182,32,58,"pedestrianCrossing",FALSE
"528",0.2,"videoplayback_002_1.webm",60,262,234,19,22,"slow",TRUE
"529",0.2,"videoplayback_002_1.webm",61,165,180,39,49,"turnRight",FALSE
"530",0.2,"videoplayback_002_1.webm",61,266,237,18,21,"school",TRUE
"531",0.2,"videoplayback_002_1.webm",62,161,177,40,50,"turnRight",FALSE
"532",0.2,"videoplayback_002_1.webm",62,266,239,18,21,"signalAhead",TRUE
"533",0.2,"videoplayback_002_1.webm",63,152,175,39,49,"turnRight",FALSE
"534",0.2,"videoplayback_002_1.webm",63,267,241,18,22,"signalAhead",TRUE
"535",0.2,"videoplayback_002_1.webm",64,146,170,39,51,"turnRight",FALSE
"536",0.2,"videoplayback_002_1.webm",64,257,241,14,21,"pedestrianCrossing",TRUE
"537",0.2,"videoplayback_002_1.webm",64,267,240,18,24,"signalAhead",TRUE
"538",0.2,"videoplayback_002_1.webm",65,137,166,41,49,"turnRight",FALSE
"539",0.2,"videoplayback_002_1.webm",65,259,243,15,19,"turnRight",TRUE
"540",0.2,"videoplayback_002_1.webm",65,265,241,18,23,"signalAhead",TRUE
"541",0.2,"videoplayback_002_1.webm",66,118,161,49,56,"pedestrianCrossing",FALSE
"542",0.2,"videoplayback_002_1.webm",66,258,240,16,20,"turnRight",TRUE
"543",0.2,"videoplayback_002_1.webm",66,261,237,20,25,"signalAhead",TRUE
"544",0.2,"videoplayback_002_1.webm",67,106,155,53,61,"pedestrianCrossing",FALSE
"545",0.2,"videoplayback_002_1.webm",67,260,234,19,26,"signalAhead",TRUE
"546",0.2,"videoplayback_002_1.webm",68,85,133,73,86,"pedestrianCrossing",FALSE
"547",0.2,"videoplayback_002_1.webm",68,258,232,21,27,"signalAhead",TRUE
"548",0.2,"videoplayback_002_1.webm",69,67,125,79,92,"pedestrianCrossing",FALSE
"549",0.2,"videoplayback_002_1.webm",69,256,229,21,29,"signalAhead",TRUE
"550",0.2,"videoplayback_002_1.webm",70,47,116,84,98,"slow",FALSE
"551",0.2,"videoplayback_002_1.webm",70,250,229,16,29,"turnRight",TRUE
"552",0.2,"videoplayback_002_1.webm",70,252,227,23,35,"turnLeft",TRUE
"553",0.2,"videoplayback_002_1.webm",71,38,92,58,74,"signalAhead",TRUE
"554",0.2,"videoplayback_002_1.webm",71,19,80,98,108,"merge",TRUE
"555",0.2,"videoplayback_002_1.webm",71,33,114,76,103,"rampSpeedAdvisory50",TRUE
"556",0.2,"videoplayback_002_1.webm",71,249,227,26,37,"stopAhead",TRUE
"557",0.2,"videoplayback_002_1.webm",72,16,77,69,80,"turnRight",TRUE
"558",0.2,"videoplayback_002_1.webm",72,-2,59,108,127,"signalAhead",TRUE
"559",0.2,"videoplayback_002_1.webm",72,245,228,29,34,"turnRight",TRUE
"560",0.2,"videoplayback_002_1.webm",73,9,68,45,62,"addedLane",TRUE
"561",0.2,"videoplayback_002_1.webm",73,-5,48,71,110,"signalAhead",TRUE
"562",0.2,"videoplayback_002_1.webm",73,241,226,29,32,"turnRight",TRUE
"563",0.2,"videoplayback_002_1.webm",74,-6,44,48,100,"signalAhead",FALSE
"564",0.2,"videoplayback_002_1.webm",74,238,223,31,36,"turnRight",TRUE
"565",0.2,"videoplayback_002_1.webm",75,235,219,33,38,"turnRight",FALSE
"566",0.2,"videoplayback_002_1.webm",76,230,218,38,38,"turnRight",FALSE
"567",0.2,"videoplayback_002_1.webm",77,229,214,37,43,"turnRight",FALSE
"568",0.2,"videoplayback_002_1.webm",78,226,212,38,45,"turnLeft",FALSE
"569",0.2,"videoplayback_002_1.webm",79,224,210,38,45,"turnLeft",FALSE
"570",0.2,"videoplayback_002_1.webm",80,222,209,32,42,"turnRight",FALSE
"571",0.2,"videoplayback_002_1.webm",81,220,207,31,43,"turnRight",FALSE
"572",0.2,"videoplayback_002_1.webm",82,216,202,32,44,"pedestrianCrossing",FALSE
"573",0.2,"videoplayback_002_1.webm",83,207,199,35,45,"turnRight",FALSE
"574",0.2,"videoplayback_002_1.webm",84,204,196,34,44,"turnRight",FALSE
"575",0.2,"videoplayback_002_1.webm",85,199,192,36,47,"turnRight",FALSE
"576",0.2,"videoplayback_002_1.webm",86,193,185,39,52,"turnRight",FALSE
"577",0.2,"videoplayback_002_1.webm",87,180,179,48,54,"turnRight",FALSE
"578",0.2,"videoplayback_002_1.webm",88,169,174,46,54,"turnRight",FALSE
"579",0.2,"videoplayback_002_2.webm",7,478,271,18,24,"speedLimit35",FALSE
"580",0.2,"videoplayback_002_2.webm",23,280,223,14,30,"speedLimit50",FALSE
"581",0.2,"videoplayback_002_2.webm",24,279,221,15,29,"schoolSpeedLimit25",FALSE
"582",0.2,"videoplayback_002_2.webm",26,275,220,13,28,"rightLaneMustTurn",FALSE
"583",0.2,"videoplayback_002_2.webm",27,269,219,14,27,"rightLaneMustTurn",FALSE
"584",0.2,"videoplayback_002_2.webm",28,259,217,13,24,"keepRight",TRUE
"585",0.2,"videoplayback_002_2.webm",28,268,217,15,29,"rightLaneMustTurn",TRUE
"586",0.2,"videoplayback_002_2.webm",29,265,215,14,29,"stop",FALSE
"587",0.2,"videoplayback_002_2.webm",30,256,212,14,25,"rightLaneMustTurn",TRUE
"588",0.2,"videoplayback_002_2.webm",30,258,208,17,33,"rightLaneMustTurn",TRUE
"589",0.2,"videoplayback_002_2.webm",31,252,204,20,32,"stop",FALSE
"590",0.2,"videoplayback_002_2.webm",32,243,204,23,33,"rightLaneMustTurn",FALSE
"591",0.2,"videoplayback_002_2.webm",33,234,198,25,36,"rightLaneMustTurn",FALSE
"592",0.2,"videoplayback_002_2.webm",34,226,191,28,39,"rightLaneMustTurn",FALSE
"593",0.2,"videoplayback_002_2.webm",35,218,187,31,39,"stop",FALSE
"594",0.2,"videoplayback_002_2.webm",36,208,181,29,42,"stop",FALSE
"595",0.2,"videoplayback_002_2.webm",37,198,174,33,44,"stop",FALSE
"596",0.2,"videoplayback_002_2.webm",38,184,166,37,48,"stop",FALSE
"597",0.2,"videoplayback_002_2.webm",39,169,158,33,45,"stop",FALSE
"598",0.2,"videoplayback_002_2.webm",40,154,148,34,50,"noRightTurn",FALSE
"599",0.2,"videoplayback_002_2.webm",41,135,133,39,57,"rightLaneMustTurn",FALSE
"600",0.2,"videoplayback_002_2.webm",42,110,117,43,61,"stop",FALSE
"601",0.2,"videoplayback_002_2.webm",43,83,106,38,42,"noRightTurn",TRUE
"602",0.2,"videoplayback_002_2.webm",43,73,101,55,59,"stop",TRUE
"603",0.2,"videoplayback_002_2.webm",44,42,78,48,62,"noLeftTurn",TRUE
"604",0.2,"videoplayback_002_2.webm",44,31,64,71,93,"stop",TRUE
"605",0.2,"videoplayback_002_2.webm",45,11,56,30,51,"speedLimitUrdbl",TRUE
"606",0.2,"videoplayback_002_2.webm",45,2,34,40,94,"keepRight",TRUE
"607",0.2,"videoplayback_002_2.webm",64,332,253,14,22,"signalAhead",FALSE
"608",0.2,"videoplayback_002_2.webm",65,330,252,15,24,"signalAhead",FALSE
"609",0.2,"videoplayback_002_2.webm",66,330,253,14,21,"signalAhead",FALSE
"610",0.2,"videoplayback_002_2.webm",67,329,252,15,21,"signalAhead",FALSE
"611",0.2,"videoplayback_002_2.webm",68,329,252,15,20,"signalAhead",FALSE
"612",0.2,"videoplayback_002_2.webm",69,327,251,16,22,"signalAhead",FALSE
"613",0.2,"videoplayback_002_2.webm",70,326,249,17,26,"signalAhead",FALSE
"614",0.2,"videoplayback_002_2.webm",71,326,246,18,30,"signalAhead",FALSE
"615",0.2,"videoplayback_002_2.webm",72,324,246,20,28,"signalAhead",FALSE
"616",0.2,"videoplayback_002_2.webm",73,322,246,22,30,"signalAhead",FALSE
